id,alias,name,image_url,is_closed,url,review_count,rating,price,phone,display_phone,categories_alias,categories_title,address,longitude,latitude
MX5QZ8T6OVpFxeU2us-K8A,mamas-buoi-melbourne,Mama's Buoi,https://s3-media2.fl.yelpcdn.com/bphoto/F3VxTDFNkOPLRh5B5JhzNA/o.jpg,False,https://www.yelp.com/biz/mamas-buoi-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,16,3.5,$$,+61396713426,+61 3 9671 3426,vietnamese,Vietnamese,"Shop G25, Postal Lane, 350 Bourke St, Melbourne Victoria 3000, Australia",144.963428937133,-37.8135973454613
n0xaByfEejG3y6Q-iNSpnw,quang-vinh-restaurant-melbourne,Quang Vinh Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/CiNMKiacKXlewloGNSYSqA/o.jpg,False,https://www.yelp.com/biz/quang-vinh-restaurant-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,8,4.0,$$,+61393664147,+61 3 9366 4147,vietnamese,Vietnamese,"66 Alfreida St, Melbourne Victoria 3021, Australia",144.80124,-37.74211
A6vyisP3-Yk3A6aw5bR9ew,lâm-lâm-northcote-2,Lâm Lâm,https://s3-media3.fl.yelpcdn.com/bphoto/2v0iGs24FcfwEpmB72Zo2Q/o.jpg,False,https://www.yelp.com/biz/l%C3%A2m-l%C3%A2m-northcote-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,10,4.0,$,+61394825258,+61 3 9482 5258,vietnamese,Vietnamese,"209 High St, Northcote,, Northcote Victoria 3070, Australia",144.997928,-37.774094
YawzGqICGxK4CxvQImZ_mw,baget-melbourne-4,Ba'get,https://s3-media1.fl.yelpcdn.com/bphoto/L8NrlsBbJxqwOTRc8PZJWA/o.jpg,False,https://www.yelp.com/biz/baget-melbourne-4?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,10,4.0,$,+61396395035,+61 3 9639 5035,vietnamese,Vietnamese,"132 Russell St, Melbourne Victoria 3000, Australia",144.968478,-37.813196
MSSERkvu56jXIxPoB6L5Lw,van-mai-richmond-2,Van Mai,https://s3-media3.fl.yelpcdn.com/bphoto/uceGAHBuNf8pS9g-HXvK1A/o.jpg,False,https://www.yelp.com/biz/van-mai-richmond-2?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,6,4.5,$,+61394287948,+61 3 9428 7948,vietnamese,Vietnamese,"372 Victoria St, Richmond Victoria 3121, Australia",145.00383,-37.81104
YBo6CwtxNshVyUx2SD3JoQ,rice-paper-melbourne,Rice Paper,https://s3-media4.fl.yelpcdn.com/bphoto/I1hYuZdgPBBbML-5iQKNQg/o.jpg,False,https://www.yelp.com/biz/rice-paper-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,24,3.0,$$,+61396503088,+61 3 9650 3088,vietnamese,Vietnamese,"245 Swanston St, Melbourne Victoria 3000, Australia",144.96497,-37.812212
noWnINGoR5ciEK3o8Oq26A,the-george-on-collins-melbourne-3,The George on Collins,https://s3-media4.fl.yelpcdn.com/bphoto/-SIqdMfDfsnV33Ie85rxuw/o.jpg,False,https://www.yelp.com/biz/the-george-on-collins-melbourne-3?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,15,3.5,$$,+61396637226,+61 3 9663 7226,"bars, vietnamese, venues","Bars, Vietnamese, Venues & Event Spaces","162-168 Collins St, Melbourne Victoria 3000, Australia",144.96805,-37.81483
VRd_Vn83vVgBVLXQiZlOfw,co-thu-quan-footscray-footscray,Co Thu Quan Footscray,https://s3-media4.fl.yelpcdn.com/bphoto/1bvKXK0xOLRbI9pSb2nYSQ/o.jpg,False,https://www.yelp.com/biz/co-thu-quan-footscray-footscray?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,5.0,$,+61396891451,+61 3 9689 1451,vietnamese,Vietnamese,"Shop 11 & 12, 10 Droop Street, Footscray Victoria 3011, Australia",144.8990272,-37.7986149
4TYaTBkqKFzSdVFnMzWJnQ,rolld-melbourne,Roll'd,https://s3-media2.fl.yelpcdn.com/bphoto/AicJXZqlPCAxFZQEp9DFkQ/o.jpg,False,https://www.yelp.com/biz/rolld-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,12,3.5,$,+61396001088,+61 3 9600 1088,vietnamese,Vietnamese,"Shop TG10, Goldborough Ln, 181 Williams St, Melbourne Victoria 3000, Australia",144.9569855,-37.8150787
lz74ARIGMXHXVvja1irp_A,bullseye-banh-mi-saint-kilda,Bullseye Banh Mi,https://s3-media2.fl.yelpcdn.com/bphoto/J5jl3gqbxnh9GlqprxtKLQ/o.jpg,False,https://www.yelp.com/biz/bullseye-banh-mi-saint-kilda?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,5.0,,+61423286814,+61 423 286 814,vietnamese,Vietnamese,"194-196 Barkly St, Saint Kilda Victoria 3182, Australia",144.98101,-37.86931
JGB0NcHIosdSyT7-lYT4lw,hwkr-melbourne,HWKR,https://s3-media3.fl.yelpcdn.com/bphoto/AiC18WUOA46X4GAdDINuBA/o.jpg,False,https://www.yelp.com/biz/hwkr-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,5.0,,,,"vietnamese, panasian","Vietnamese, Pan Asian","137 A'Beckett St, Melbourne Victoria 3000, Australia",144.9597,-37.80976
lSU9L3SMEN1MFpMmF6HqjQ,east-meets-west-fitzroy,East Meets West,https://s3-media1.fl.yelpcdn.com/bphoto/lVV2gzUN1xQVkgR6fcXPWg/o.jpg,False,https://www.yelp.com/biz/east-meets-west-fitzroy?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,5,4.0,$$,+61394176880,+61 3 9417 6880,vietnamese,Vietnamese,"406 Brunswick St, Fitzroy Victoria 3065, Australia",144.979248,-37.7950287
QB3g1O-wW07qm90sZPW4dA,rolld-melbourne-4,Roll'd,https://s3-media2.fl.yelpcdn.com/bphoto/6de8goe_Oo3q-PwIrt-bOg/o.jpg,False,https://www.yelp.com/biz/rolld-melbourne-4?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,5,4.0,$,+61396212227,+61 3 9621 2227,vietnamese,Vietnamese,"Shop 6, 357 Collins St, Melbourne Victoria 3000, Australia",144.9625448,-37.8167859
w10AGrTJDsKzeRiBYUjoSw,thanh-ha-no2-vietnamese-cuisine-richmond,Thanh Ha No2 Vietnamese Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/lnhWhrHAl6QPPrckvQip7A/o.jpg,False,https://www.yelp.com/biz/thanh-ha-no2-vietnamese-cuisine-richmond?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,9,3.5,$,+61394216219,+61 3 9421 6219,vietnamese,Vietnamese,"120 Victoria St, Richmond Victoria 3121, Australia",144.99556,-37.810127
u1eqJPzDSwp-hiOKKvK4Ig,the-pho-chu-footscray,The Pho Chu,https://s3-media4.fl.yelpcdn.com/bphoto/R0_fbesnkVsigR9NCDGl3Q/o.jpg,False,https://www.yelp.com/biz/the-pho-chu-footscray?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,4.5,$,+61396878265,+61 3 9687 8265,vietnamese,Vietnamese,"92 Hopkins St, Footscray Victoria 3011, Australia",144.902137,-37.799938
VH3qIMnNdUsVAJlaDjomPw,little-brother-melbourne,Little Brother,https://s3-media2.fl.yelpcdn.com/bphoto/DjtCoHv9YHk9mA6iK_JAXg/o.jpg,False,https://www.yelp.com/biz/little-brother-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,4.5,$$,+61396700192,+61 3 9670 0192,vietnamese,Vietnamese,"429 Little Collins St, Melbourne Victoria 3000, Australia",144.96045,-37.81628
NFshZS68mMv0Ecrmt236zA,st-cloud-hawthorn-east,St Cloud,https://s3-media4.fl.yelpcdn.com/bphoto/iu8d1G8VQMsTvgnt406_Zw/o.jpg,False,https://www.yelp.com/biz/st-cloud-hawthorn-east?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,6,3.5,$$,+61398820146,+61 3 9882 0146,"vietnamese, gluten_free, bars","Vietnamese, Gluten-Free, Bars","644 Burwood Rd, Hawthorn East Victoria 3123, Australia",145.046813,-37.82415
fr6buXcFdbY6FIu2r_Rk7Q,quan-88-st-kilda,Quan 88,https://s3-media1.fl.yelpcdn.com/bphoto/HMc3C9vhbh7ch3k87PjHjw/o.jpg,False,https://www.yelp.com/biz/quan-88-st-kilda?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,7,3.5,$$,+61395939988,+61 3 9593 9988,vietnamese,Vietnamese,"217 Barkly St, St Kilda Victoria 3182, Australia",144.980576,-37.87005
ScB8_85O7bzXd7STd8Kmew,hanoi-hannah-elsternwick,Hanoi Hannah,https://s3-media2.fl.yelpcdn.com/bphoto/Hz3zRej9EysLdPB8J1hhvg/o.jpg,False,https://www.yelp.com/biz/hanoi-hannah-elsternwick?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,4.0,,+61399393528,+61 3 9939 3528,"vietnamese, asianfusion","Vietnamese, Asian Fusion","306 Glen Huntly Rd, Elsternwick Victoria 3185, Australia",145.00217,-37.88476
r8O9qkKOOxOAjDwVZTZOeg,saigon-soul-ascot-vale,Saigon Soul,https://s3-media2.fl.yelpcdn.com/bphoto/E1mWutr1LyOVMV0BNLQd1g/o.jpg,False,https://www.yelp.com/biz/saigon-soul-ascot-vale?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,4.5,$$,+61385968230,+61 3 8596 8230,vietnamese,Vietnamese,"175 Union Rd, Ascot Vale Victoria 3032, Australia",144.91563,-37.77363
f2CZnxMcxcggf_O1ZSuKww,uncle-melbourne-3,Uncle,https://s3-media3.fl.yelpcdn.com/bphoto/HzZpmiDzBnp7mhDJ4uEaEg/o.jpg,False,https://www.yelp.com/biz/uncle-melbourne-3?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,4.5,$$,+61396540829,+61 3 9654 0829,vietnamese,Vietnamese,"15 Collins St, Level 1, Melbourne Victoria 3000, Australia",144.9733,-37.81375
V5PDBw3tJpTW5yx1kLjykw,hoa-sen-yarraville,Hoa Sen,https://s3-media4.fl.yelpcdn.com/bphoto/nH26Xsw2wyXEgdWRnIldKg/o.jpg,False,https://www.yelp.com/biz/hoa-sen-yarraville?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,4.5,$$,+61390785448,+61 3 9078 5448,vietnamese,Vietnamese,"8 Anderson St, Yarraville Victoria 3013, Australia",144.891500013595,-37.8166426265457
gu7-hIpcGzLgmAWfpNAInA,bun-ta-footscray,Bun Ta,https://s3-media3.fl.yelpcdn.com/bphoto/oGYwzVB7bx28UlztKo8xQw/o.jpg,False,https://www.yelp.com/biz/bun-ta-footscray?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,4.5,$,+61396874130,+61 3 9687 4130,vietnamese,Vietnamese,"108 Hopkins St, Footscray Victoria 3011, Australia",144.9017334,-37.7998199
YdFE4F2iCbGUI0DWxvgEBQ,my-tho-preston,My Tho,https://s3-media4.fl.yelpcdn.com/bphoto/tpQAh_Ua0E4sCzkYCusjNA/o.jpg,False,https://www.yelp.com/biz/my-tho-preston?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,5.0,,+6199948402,+61 99948402,vietnamese,Vietnamese,"366 High St, Preston Victoria 3072, Australia",145.004021041095,-37.7391493445312
ic4WOQ6yzsMI2EMKMVx1tA,poolhouse-coffee-melbourne-victoria,Poolhouse Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/SS0GCIHBs2SZ8tt_Ii15Rw/o.jpg,False,https://www.yelp.com/biz/poolhouse-coffee-melbourne-victoria?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,5.0,$,+61396396809,+61 3 9639 6809,"coffee, breakfast_brunch, vietnamese","Coffee & Tea, Breakfast & Brunch, Vietnamese","6 Franklin Street, Melbourne Victoria Victoria 3000, Australia",144.963112,-37.807207
SP1VBCj2Uuwa7DB8BPCjLA,pho-nom-melbourne-4,Pho Nom,https://s3-media3.fl.yelpcdn.com/bphoto/D8TlM6QHugmNLD4C0GeqDw/o.jpg,False,https://www.yelp.com/biz/pho-nom-melbourne-4?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,5.0,$,,,vietnamese,Vietnamese,"T4, 567 Collins St, Melbourne Victoria 3000, Australia",144.95565,-37.81886
kAHgLIs9aedi2aHqMcCUbg,tonkin-restaurant-collingwood,Tonkin Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/6KcIHL3210W-vT9kmjM_9Q/o.jpg,False,https://www.yelp.com/biz/tonkin-restaurant-collingwood?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,5.0,,+61390429668,+61 3 9042 9668,"vietnamese, bars","Vietnamese, Bars","346 Smith St, Collingwood Victoria 3066, Australia",144.98455,-37.7987
xiVSaaV6UPcbHnSdnZRiyQ,cafe-sua-da-carlton,Cafe Sua Da,https://s3-media3.fl.yelpcdn.com/bphoto/AW2zHuBDyYu1QxgMHuxqgg/o.jpg,False,https://www.yelp.com/biz/cafe-sua-da-carlton?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,5.0,,+61449559233,+61 449 559 233,"vietnamese, cafes","Vietnamese, Cafes","258 Elgin St, Carlton Victoria 3053, Australia",144.96553,-37.79672
GL_udb3JsyGUMkbpUVrfOw,i-love-pho-express-melbourne,I LOVE PHO Express,https://s3-media4.fl.yelpcdn.com/bphoto/T8DAnXvOSLDLu8KxTU0JTA/o.jpg,False,https://www.yelp.com/biz/i-love-pho-express-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,5,3.5,$,+61386098119,+61 3 8609 8119,"vietnamese, asianfusion","Vietnamese, Asian Fusion","Shop 355, 287 Lonsdale St, Melbourne Victoria 3000, Australia",144.963608,-37.812111
8Z39oKU_eNPgM15gtLhRnw,rolld-brunswick,Roll'd,https://s3-media2.fl.yelpcdn.com/bphoto/2L2tTLdW8E_JbyMvpvRJ3g/o.jpg,False,https://www.yelp.com/biz/rolld-brunswick?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,9,3.0,$,+61393809075,+61 3 9380 9075,"vietnamese, sandwiches, vegetarian","Vietnamese, Sandwiches, Vegetarian","Barkly Square, 90-106 Sydney Rd, Brunswick Victoria 3056, Australia",144.960893547853,-37.7756458395564
bSFebQflFuNHOcEMSpLkaw,miss-chu-south-melbourne,Miss Chu,https://s3-media1.fl.yelpcdn.com/bphoto/_bNnON-jYdAA9UV3mOMUUA/o.jpg,False,https://www.yelp.com/biz/miss-chu-south-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,4.0,$$,+61390776566,+61 3 9077 6566,"vietnamese, asianfusion","Vietnamese, Asian Fusion","Market St, South Melbourne Victoria 3205, Australia",144.9593722,-37.8295966
PCag7d-P2ezAasAlJl8vfw,so-pho-so-good-glen-iris,So Pho So Good,https://s3-media1.fl.yelpcdn.com/bphoto/6OYrmRlvDmxz-1YXC61ceg/o.jpg,False,https://www.yelp.com/biz/so-pho-so-good-glen-iris?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,5,3.5,$$,+61398852846,+61 3 9885 2846,vietnamese,Vietnamese,"25 High St, Glen Iris Victoria 3146, Australia",145.06519,-37.86156
nXTDiu-HTW73_xhnNoI--w,pud-thai-vs-pho-melbourne,Pud Thai Vs Pho,https://s3-media2.fl.yelpcdn.com/bphoto/ZLr0uNehdM_oWS79u8u4gA/o.jpg,False,https://www.yelp.com/biz/pud-thai-vs-pho-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,6,3.0,$,+61396200414,+61 3 9620 0414,"thai, vietnamese","Thai, Vietnamese","Shop 4, 60 Siddeley St, Melbourne Victoria 3008, Australia",144.95194788087,-37.82295235189
LXSVQBvECZoOnylDa3hFDA,pho-a-gogo-southbank,Pho a Gogo,https://s3-media2.fl.yelpcdn.com/bphoto/jluYqR1UBvsuqEhE3aPssA/o.jpg,False,https://www.yelp.com/biz/pho-a-gogo-southbank?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,4.0,$,+61396965141,+61 3 9696 5141,vietnamese,Vietnamese,"161 Clarendon St, Southbank Victoria 3006, Australia",144.95912,-37.82927
6UigLDKYFCZKBeA7c_pCvw,baba-south-melbourne,Baba,https://s3-media2.fl.yelpcdn.com/bphoto/408JJQZi12Gb-VAR63Yc5g/o.jpg,False,https://www.yelp.com/biz/baba-south-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,3.5,$,,,vietnamese,Vietnamese,"322 - 326 Coventry St, Shop S9, South Melbourne Victoria 3205, Australia",144.955795,-37.832878
Np5rciaG2yAyT12lE2V-CQ,tiger-bread-flemington,Tiger Bread,https://s3-media4.fl.yelpcdn.com/bphoto/mirnf0OfGDQM6OFv2Hvm_g/o.jpg,False,https://www.yelp.com/biz/tiger-bread-flemington?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,4.5,$,,,"vietnamese, bakeries","Vietnamese, Bakeries","330 Racecourse Rd, Flemington Victoria 3031, Australia",144.92978990078,-37.7880559476807
ZRCHjhSKM086WlP0O3ubJQ,chain-chain-hotpot-footscray,Chain Chain Hotpot,https://s3-media3.fl.yelpcdn.com/bphoto/d2gvzQLvDv7T6yYxDfT4UQ/o.jpg,False,https://www.yelp.com/biz/chain-chain-hotpot-footscray?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,4.5,,+61396871397,+61 3 9687 1397,"taiwanese, vietnamese","Taiwanese, Vietnamese","Shop 2, 62 Nicholson St, Footscray Victoria 3011, Australia",144.899867897889,-37.7987178381472
XoOwh4RdlchLfYpZ5CUQZQ,trang-bakery-and-cafe-camberwell,Trang Bakery & Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/0dEHa_eHE5aiD0sx-5631w/o.jpg,False,https://www.yelp.com/biz/trang-bakery-and-cafe-camberwell?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,4.5,$,+61395391361,+61 3 9539 1361,"vietnamese, bakeries, markets","Vietnamese, Bakeries, Fruits & Veggies","Shop 25, Camberwell Market, 519 - 525 Riversdale Rd, Camberwell Victoria 3124, Australia",145.057785,-37.831329
VC51YmZlH3c6sLD4js1riQ,huong-viet-footscray,Huong Viet,https://s3-media1.fl.yelpcdn.com/bphoto/NVGsYMDxXI499fmYh_mD2A/o.jpg,False,https://www.yelp.com/biz/huong-viet-footscray?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,4.5,$,+61432809819,+61 432 809 819,"vietnamese, vegan, vegetarian","Vietnamese, Vegan, Vegetarian","36A Leeds St, Footscray Victoria 3011, Australia",144.90087,-37.80036
N3k63tTIfXBj9RZuwmnKow,pho-55-malvern,Pho 55,https://s3-media1.fl.yelpcdn.com/bphoto/Uc36XP-12FmcTD3ZnhbPzQ/o.jpg,False,https://www.yelp.com/biz/pho-55-malvern?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,4.5,,,,vietnamese,Vietnamese,"55 Glenferrie Rd, Malvern Victoria 3144, Australia",145.027976,-37.863602
oWBcwbTkOgX5kqt-7PF5aQ,co-do-melbourne,Co Do,,False,https://www.yelp.com/biz/co-do-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,4.5,$$$,+61399390850,+61 3 9939 0850,vietnamese,Vietnamese,"207 Hampshire Rd, Sunshine, Melbourne Victoria 3020, Australia",144.831628,-37.785691
3xRINpeIE_0IB_3dFeV-cw,mister-truongs-food-house-windsor,Mister Truong's Food House,https://s3-media1.fl.yelpcdn.com/bphoto/K0Xziyzp_s_a8Jz51N-gow/o.jpg,False,https://www.yelp.com/biz/mister-truongs-food-house-windsor?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,4.5,$,+61385924943,+61 3 8592 4943,"vietnamese, sandwiches","Vietnamese, Sandwiches","62 Chapel St, Windsor Victoria 3181, Australia",144.99285,-37.85557
AvNSdhF2Eb1ouwk2OSCSMA,house-of-hoi-an-windsor,House Of Hoi An,https://s3-media3.fl.yelpcdn.com/bphoto/M4L8sUf0oYDPObGr1OAPUA/o.jpg,False,https://www.yelp.com/biz/house-of-hoi-an-windsor?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,3.5,$$$,+61390787448,+61 3 9078 7448,"vietnamese, localflavor","Vietnamese, Local Flavor","1/40 Green St, Windsor Victoria 3181, Australia",144.992323314157,-37.8532979579941
rPwBxteahPoeYuhrQENL3Q,co-thu-quan-richmond-richmond,Co Thu Quan Richmond,https://s3-media4.fl.yelpcdn.com/bphoto/sEKq4DfWJPHLIopLw1rkNA/o.jpg,False,https://www.yelp.com/biz/co-thu-quan-richmond-richmond?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,3,3.5,,+61412685558,+61 412 685 558,vietnamese,Vietnamese,"6/234 Victoria St, Richmond Victoria 3121, Australia",144.9990375,-37.8105716
3OUlK-xMxU2QDz1PYr5fuQ,minh-minh-saigon-soul-richmond,Minh Minh Saigon Soul,https://s3-media3.fl.yelpcdn.com/bphoto/L1WknRe23YTiQ97lzjKqIg/o.jpg,False,https://www.yelp.com/biz/minh-minh-saigon-soul-richmond?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,4,3.5,$$$,+61394277891,+61 3 9427 7891,vietnamese,Vietnamese,"94 Victoria St, Richmond Victoria 3121, Australia",144.994809,-37.810069
IA1qNRT-7h7M7HdQ83SAtQ,banoi-melbourne,Banoi,https://s3-media3.fl.yelpcdn.com/bphoto/4SP5akQ-4k0kqgRQ3y8noA/o.jpg,False,https://www.yelp.com/biz/banoi-melbourne?adjust_creative=-fKRk7dFCz1AqtDZnMHNwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=-fKRk7dFCz1AqtDZnMHNwg,2,4.0,$$,+61396427398,+61 3 9642 7398,vietnamese,Vietnamese,"530 Little Bourke St, Melbourne Victoria 3000, Australia",144.9568903,-37.8147771
